1/26 10:4:55, 0.0 PSI
1/27 6:42:11,15.5 PSI
1/27 6:42:14,15.4 PSI
1/27 6:42:17,15.5 PSI
1/27 6:42:20,15.6 PSI
1/27 6:42:24,15.9 PSI
1/27 6:42:27,15.9 PSI
1/27 6:42:30,15.9 PSI
1/27 6:42:33,16.0 PSI
1/27 6:42:36,16.1 PSI
1/27 6:42:40,16.1 PSI
1/27 6:42:43,16.1 PSI
1/27 6:42:46,16.3 PSI
1/27 6:42:49,16.3 PSI
1/27 6:42:52,16.2 PSI
1/27 6:42:56,16.3 PSI
1/27 6:42:59,16.4 PSI
1/27 6:43:2,16.4 PSI
1/27 6:43:5,16.4 PSI
1/27 6:43:8,16.4 PSI
1/27 6:43:12,16.1 PSI
1/27 6:43:15,15.9 PSI
1/27 6:43:18,15.5 PSI
1/27 6:43:21,15.5 PSI
1/27 6:43:24,15.2 PSI
1/27 6:43:28,15.1 PSI
1/27 6:43:31,15.0 PSI
1/27 6:43:34,15.1 PSI
1/27 6:43:37,15.3 PSI
1/27 6:43:40,15.3 PSI
1/27 6:43:44,15.4 PSI
1/27 6:43:47,15.3 PSI
1/27 6:43:50,15.3 PSI
1/27 6:43:53,15.3 PSI
1/27 6:43:56,15.3 PSI
1/27 6:43:59,15.2 PSI
1/27 6:44:3,15.3 PSI
1/27 6:44:6,15.6 PSI
1/27 6:44:9,15.6 PSI
1/27 6:44:12,15.3 PSI
1/27 6:44:15,15.3 PSI
1/27 6:44:19,15.1 PSI
1/27 6:44:22,14.9 PSI
1/27 6:44:25,15.0 PSI
1/27 6:44:28,14.8 PSI
1/27 6:44:31,14.7 PSI
1/27 6:44:35,14.8 PSI
1/27 6:44:38,15.2 PSI
1/27 6:44:41,15.2 PSI
1/27 6:44:44,15.3 PSI
1/27 6:44:47,15.3 PSI
1/27 6:44:51,15.3 PSI
1/27 6:44:54,15.4 PSI
1/27 6:44:57,15.5 PSI
1/27 6:45:0,15.4 PSI
1/27 6:45:3,15.3 PSI
1/27 6:45:7,15.3 PSI
1/27 6:45:10,15.0 PSI
1/27 6:45:13,15.2 PSI
1/27 6:45:16,15.2 PSI
1/27 6:45:19,15.3 PSI
1/27 6:45:23,15.3 PSI
1/27 6:45:26,15.4 PSI
1/27 6:45:29,15.4 PSI
1/27 6:45:32,15.3 PSI
1/27 6:45:35,15.4 PSI
1/27 6:45:38,15.3 PSI
1/27 6:45:42,15.6 PSI
1/27 6:45:45,15.9 PSI
1/27 6:45:48,15.9 PSI
1/27 6:45:51,16.0 PSI
1/27 6:45:55,16.0 PSI
1/27 6:45:58,15.7 PSI
1/27 6:46:1,15.5 PSI
1/27 6:46:4,15.3 PSI
1/27 6:46:8,15.2 PSI
1/27 6:46:11,15.0 PSI
1/27 6:46:14,15.0 PSI
1/27 6:46:17,15.2 PSI
1/27 6:46:20,14.9 PSI
1/27 6:46:23,14.7 PSI
1/27 6:46:27,14.8 PSI
1/27 6:46:30,14.8 PSI
1/27 6:46:33,14.6 PSI
1/27 6:46:36,14.6 PSI
1/27 6:46:39,14.7 PSI
1/27 6:46:43,14.5 PSI
1/27 6:46:46,14.5 PSI
1/27 6:46:49,14.4 PSI
1/27 6:46:52,14.7 PSI
1/27 6:46:55,14.9 PSI
1/27 6:46:59,15.0 PSI
1/27 6:47:2,15.1 PSI
1/27 6:47:5,15.0 PSI
1/27 6:47:8,15.1 PSI
1/27 6:47:11,14.4 PSI
1/27 6:47:15,15.2 PSI
1/27 6:47:18,15.3 PSI
1/27 6:47:21,15.3 PSI
1/27 6:47:24,15.1 PSI
1/27 6:47:27,15.2 PSI
1/27 6:47:31,14.8 PSI
1/27 6:47:34,14.7 PSI
1/27 6:47:37,15.3 PSI
1/27 6:47:40,15.0 PSI
1/27 6:47:43,15.0 PSI
1/27 6:47:47,15.1 PSI
1/27 6:47:50,15.2 PSI
1/27 6:47:53,15.2 PSI
1/27 6:47:56,15.1 PSI
1/27 6:47:59,14.8 PSI
1/27 6:48:2,14.5 PSI
1/27 6:48:6,14.4 PSI
1/27 6:48:9,14.3 PSI
1/27 6:48:12,14.2 PSI
1/27 6:48:15,14.2 PSI
1/27 6:48:18,14.1 PSI
1/27 6:48:22,14.4 PSI
1/27 6:48:25,14.4 PSI
1/27 6:48:28,14.4 PSI
1/27 6:48:31,14.4 PSI
1/27 6:48:34,14.4 PSI
1/27 6:48:38,14.5 PSI
1/27 6:48:41,14.6 PSI
1/27 6:48:44,14.4 PSI
1/27 6:48:47,14.4 PSI
1/27 6:48:50,14.5 PSI
1/27 6:48:54,15.0 PSI
1/27 6:48:57,14.8 PSI
1/27 6:49:0,15.1 PSI
1/27 6:49:3,15.1 PSI
1/27 6:49:6,15.0 PSI
1/27 6:49:10,14.9 PSI
1/27 6:49:13,15.0 PSI
1/27 6:49:16,14.8 PSI
1/27 6:49:19,14.7 PSI
1/27 6:49:22,14.7 PSI
1/27 6:49:26,14.7 PSI
1/27 6:49:29,14.6 PSI
1/27 6:49:32,14.7 PSI
1/27 6:49:35,14.7 PSI
1/27 6:49:38,14.7 PSI
1/27 6:49:42,14.7 PSI
1/27 6:49:45,14.7 PSI
1/27 6:49:48,14.7 PSI
1/27 6:49:51,14.4 PSI
1/27 6:49:54,14.8 PSI
1/27 6:49:58,15.0 PSI
1/27 6:50:1,15.3 PSI
1/27 6:50:4,15.4 PSI
1/27 6:50:7,15.5 PSI
1/27 6:50:10,15.5 PSI
1/27 6:50:14,15.6 PSI
1/27 6:50:17,15.8 PSI
1/27 6:50:20,15.7 PSI
1/27 6:50:23,15.9 PSI
1/27 6:50:26,15.8 PSI
1/27 6:50:30,15.9 PSI
1/27 6:50:33,15.8 PSI
1/27 6:50:36,15.9 PSI
1/27 6:50:39,15.6 PSI
1/27 6:50:42,15.5 PSI
1/27 6:50:45,15.6 PSI
1/27 6:50:49,15.6 PSI
1/27 6:50:52,15.6 PSI
1/27 6:50:55,15.5 PSI
1/27 6:50:58,15.6 PSI
1/27 6:51:1,15.5 PSI
1/27 6:51:5,15.6 PSI
1/27 6:51:8,15.7 PSI
1/27 6:51:11,15.6 PSI
1/27 6:51:14,15.7 PSI
1/27 6:51:17,15.7 PSI
1/27 6:51:21,12.5 PSI
1/27 6:51:24,13.6 PSI
1/27 6:51:27,13.6 PSI
1/27 6:51:30,13.6 PSI
1/27 6:51:33,15.5 PSI
1/27 6:51:37,15.3 PSI
1/27 6:51:40,15.0 PSI
1/27 6:51:43,15.0 PSI
1/27 6:51:46,14.9 PSI
1/27 6:51:49,14.9 PSI
1/27 6:51:53,14.8 PSI
1/27 6:51:56,14.8 PSI
1/27 6:51:59,14.9 PSI
1/27 6:52:2,14.9 PSI
1/27 6:52:5,14.3 PSI
1/27 6:52:8,14.5 PSI
1/27 6:52:12,14.5 PSI
1/27 6:52:15,14.1 PSI
1/27 6:52:18,14.0 PSI
1/27 6:52:21,13.9 PSI
1/27 6:52:24,13.9 PSI
1/27 6:52:28,13.8 PSI
1/27 6:52:31,13.7 PSI
1/27 6:52:34,13.6 PSI
1/27 6:52:37,13.6 PSI
1/27 6:52:40,13.8 PSI
1/27 6:52:44,13.5 PSI
1/27 6:52:47,13.4 PSI
1/27 6:52:50,13.6 PSI
1/27 6:52:53,13.6 PSI
1/27 6:52:56,13.6 PSI
1/27 6:53:0,13.8 PSI
1/27 6:53:3,13.8 PSI
1/27 6:53:6,14.0 PSI
1/27 6:53:9,14.0 PSI
1/27 6:53:13,14.0 PSI
1/27 6:53:16,14.0 PSI
1/27 6:53:19,13.8 PSI
1/27 6:53:22,13.8 PSI
1/27 6:53:25,14.3 PSI
1/27 6:53:29,14.1 PSI
1/27 6:53:32,25.9 PSI
1/27 6:53:35,16.4 PSI
1/27 6:53:38,16.0 PSI
1/27 6:53:41,15.9 PSI
1/27 6:53:45,16.0 PSI
1/27 6:53:48,15.9 PSI
1/27 6:53:51,15.9 PSI
1/27 6:53:54,15.9 PSI
1/27 6:53:57,15.8 PSI
1/27 6:54:1,15.9 PSI
1/27 6:54:4,15.9 PSI
1/27 6:54:7,16.0 PSI
1/27 6:54:10,16.1 PSI
1/27 6:54:13,16.1 PSI
1/27 6:54:16,16.1 PSI
1/27 6:54:20,16.1 PSI
1/27 6:54:23,16.1 PSI
1/27 6:54:26,15.8 PSI
1/27 6:54:29,15.4 PSI
1/27 6:54:32,15.4 PSI
1/27 6:54:36,15.2 PSI
1/27 6:54:39,15.5 PSI
1/27 6:54:42,15.3 PSI
1/27 6:54:45,15.4 PSI
1/27 6:54:48,15.4 PSI
1/27 6:54:52,14.4 PSI
1/27 6:54:55,14.4 PSI
1/27 6:54:58,14.3 PSI
1/27 6:55:1,14.1 PSI
1/27 6:55:4,14.1 PSI
1/27 6:55:8,14.1 PSI
1/27 6:55:11,13.8 PSI
1/27 6:55:14,13.8 PSI
1/27 6:55:17,13.9 PSI
1/27 6:55:20,14.0 PSI
1/27 6:55:24,14.0 PSI
1/27 6:55:27,13.9 PSI
1/27 6:55:30,13.8 PSI
1/27 6:55:33,13.9 PSI
1/27 6:55:36,13.9 PSI
1/27 6:55:40,13.9 PSI
1/27 6:55:43,13.8 PSI
1/27 6:55:46,13.8 PSI
1/27 6:55:49,13.7 PSI
1/27 6:55:52,13.6 PSI
1/27 6:55:56,13.6 PSI
1/27 6:55:59,13.5 PSI
1/27 6:56:2,13.5 PSI
1/27 6:56:5,13.2 PSI
1/27 6:56:8,13.3 PSI
1/27 6:56:12,13.0 PSI
1/27 6:56:15,13.0 PSI
1/27 6:56:18,13.2 PSI
1/27 6:56:21,13.0 PSI
1/27 6:56:24,13.3 PSI
1/27 6:56:27,13.3 PSI
1/27 6:56:31,13.4 PSI
1/27 6:56:34,13.4 PSI
1/27 6:56:37,13.5 PSI
1/27 6:56:40,13.6 PSI
1/27 6:56:43,13.6 PSI
1/27 6:56:47,13.6 PSI
1/27 6:56:50,13.7 PSI
1/27 6:56:53,13.8 PSI
1/27 6:56:56,13.9 PSI
1/27 6:56:59,13.9 PSI
1/27 6:57:3,14.0 PSI
1/27 6:57:6,14.1 PSI
1/27 6:57:9,13.9 PSI
1/27 6:57:12,14.1 PSI
1/27 6:57:15,13.8 PSI
1/27 6:57:19,13.8 PSI
1/27 6:57:22,13.8 PSI
1/27 6:57:25,13.8 PSI
1/27 6:57:28,13.7 PSI
1/27 6:57:31,13.7 PSI
1/27 6:57:35,13.7 PSI
1/27 6:57:38,13.6 PSI
1/27 6:57:41,13.5 PSI
1/27 6:57:44,13.4 PSI
1/27 6:57:47,13.4 PSI
1/27 6:57:50,13.4 PSI
1/27 6:57:54,13.3 PSI
1/27 6:57:57,13.1 PSI
1/27 6:58:0,13.0 PSI
1/27 6:58:3,13.0 PSI
1/27 6:58:6,12.9 PSI
1/27 6:58:10,12.9 PSI
1/27 6:58:13,12.8 PSI
1/27 6:58:16,12.8 PSI
1/27 6:58:19,13.2 PSI
1/27 6:58:22,18.0 PSI
1/27 6:58:26,14.7 PSI
1/27 6:58:29,14.4 PSI
1/27 6:58:32,14.4 PSI
1/27 6:58:35,14.2 PSI
1/27 6:58:38,14.3 PSI
1/27 6:58:42,14.4 PSI
1/27 6:58:45,14.4 PSI
1/27 6:58:48,14.5 PSI
1/27 6:58:51,14.6 PSI
1/27 6:58:54,14.5 PSI
1/27 6:58:57,14.6 PSI
1/27 6:59:1,14.7 PSI
1/27 6:59:4,14.9 PSI
1/27 6:59:7,15.0 PSI
1/27 6:59:10,15.0 PSI
1/27 6:59:13,15.0 PSI
1/27 6:59:17,15.4 PSI
1/27 6:59:20,15.3 PSI
1/27 6:59:23,15.3 PSI
1/27 6:59:26,15.5 PSI
1/27 6:59:29,15.6 PSI
1/27 6:59:33,15.6 PSI
1/27 6:59:36,15.7 PSI
1/27 6:59:39,15.8 PSI
1/27 6:59:42,15.8 PSI
1/27 6:59:45,15.9 PSI
1/27 6:59:49,15.9 PSI
1/27 6:59:52,16.0 PSI
1/27 6:59:55,16.1 PSI
1/27 6:59:58,16.1 PSI
1/27 7:0:1,16.2 PSI
1/27 7:0:4,17.3 PSI
1/27 7:0:8,16.4 PSI
1/27 7:0:11,16.4 PSI
1/27 7:0:14,16.4 PSI
1/27 7:0:18,16.7 PSI
1/27 7:0:21,16.7 PSI
1/27 7:0:24,16.5 PSI
1/27 7:0:27,16.7 PSI
1/27 7:0:30,16.8 PSI
1/27 7:0:34,16.8 PSI
1/27 7:0:37,16.7 PSI
1/27 7:0:40,16.7 PSI
1/27 7:0:43,16.7 PSI
1/27 7:0:46,16.8 PSI
1/27 7:0:49,17.0 PSI
1/27 7:0:53,17.0 PSI
1/27 7:0:56,17.1 PSI
1/27 7:0:59,17.2 PSI
1/27 7:1:2,17.3 PSI
1/27 7:1:5,17.2 PSI
1/27 7:1:9,17.2 PSI
1/27 7:1:12,17.3 PSI
1/27 7:1:15,17.4 PSI
1/27 7:1:18,17.5 PSI
1/27 7:1:21,17.4 PSI
1/27 7:1:25,17.4 PSI
1/27 7:1:28,17.3 PSI
1/27 7:1:31,17.3 PSI
1/27 7:1:34,17.1 PSI
1/27 7:1:37,17.1 PSI
1/27 7:1:41,16.7 PSI
1/27 7:1:44,16.5 PSI
1/27 7:1:47,16.6 PSI
1/27 7:1:50,16.5 PSI
1/27 7:1:53,16.7 PSI
1/27 7:1:56,16.4 PSI
1/27 7:2:0,16.1 PSI
1/27 7:2:3,16.3 PSI
1/27 7:2:6,16.6 PSI
1/27 7:2:9,16.3 PSI
1/27 7:2:13,16.4 PSI
1/27 7:2:16,16.4 PSI
1/27 7:2:19,16.4 PSI
1/27 7:2:22,16.1 PSI
1/27 7:2:25,15.9 PSI
1/27 7:2:29,16.3 PSI
1/27 7:2:32,16.7 PSI
1/27 7:2:35,16.4 PSI
1/27 7:2:38,16.6 PSI
1/27 7:2:41,16.7 PSI
1/27 7:2:44,16.7 PSI
1/27 7:2:48,16.7 PSI
1/27 7:2:51,17.0 PSI
1/27 7:2:54,17.0 PSI
1/27 7:2:57,17.0 PSI
1/27 7:3:0,17.1 PSI
1/27 7:3:4,17.1 PSI
1/27 7:3:7,17.1 PSI
1/27 7:3:10,17.1 PSI
1/27 7:3:13,17.1 PSI
1/27 7:3:16,17.1 PSI
1/27 7:3:20,17.0 PSI
1/27 7:3:23,16.8 PSI
1/27 7:3:26,16.9 PSI
1/27 7:3:29,17.1 PSI
1/27 7:3:32,17.1 PSI
1/27 7:3:36,16.8 PSI
1/27 7:3:39,16.9 PSI
1/27 7:3:42,17.0 PSI
1/27 7:3:45,16.8 PSI
1/27 7:3:48,16.7 PSI
1/27 7:3:51,16.7 PSI
1/27 7:3:55,16.9 PSI
1/27 7:3:58,16.8 PSI
1/27 7:4:1,16.6 PSI
1/27 7:4:4,16.3 PSI
1/27 7:4:7,16.0 PSI
1/27 7:4:11,15.9 PSI
1/27 7:4:14,15.7 PSI
1/27 7:4:17,15.6 PSI
1/27 7:4:20,15.6 PSI
1/27 7:4:23,15.5 PSI
1/27 7:4:27,15.5 PSI
1/27 7:4:30,15.3 PSI
1/27 7:4:33,15.3 PSI
1/27 7:4:36,15.3 PSI
1/27 7:4:39,15.3 PSI
1/27 7:4:43,15.2 PSI
1/27 7:4:46,15.0 PSI
1/27 7:4:49,15.0 PSI
1/27 7:4:52,15.0 PSI
1/27 7:4:55,14.9 PSI
1/27 7:4:59,14.7 PSI
1/27 7:5:2,14.7 PSI
1/27 7:5:5,14.6 PSI
1/27 7:5:8,14.6 PSI
1/27 7:5:11,14.3 PSI
1/27 7:5:14,14.4 PSI
1/27 7:5:18,14.4 PSI
1/27 7:5:21,14.4 PSI
1/27 7:5:24,14.3 PSI
1/27 7:5:27,14.3 PSI
1/27 7:5:30,14.2 PSI
1/27 7:5:34,14.2 PSI
1/27 7:5:37,14.0 PSI
1/27 7:5:40,14.0 PSI
1/27 7:5:43,13.0 PSI
1/27 7:5:46,13.0 PSI
1/27 7:5:50,13.1 PSI
1/27 7:5:53,13.1 PSI
1/27 7:5:56,13.0 PSI
1/27 7:5:59,13.0 PSI
1/27 7:6:2,13.2 PSI
1/27 7:6:6,13.2 PSI
1/27 7:6:9,13.0 PSI
1/27 7:6:12,12.8 PSI
1/27 7:6:15,13.0 PSI
1/27 7:6:18,13.0 PSI
1/27 7:6:21,12.9 PSI
1/27 7:6:25,12.9 PSI
1/27 7:6:28,12.9 PSI
1/27 7:6:31,13.0 PSI
1/27 7:6:34,13.0 PSI
1/27 7:6:37,13.5 PSI
1/27 7:6:41,13.3 PSI
1/27 7:6:44,13.3 PSI
1/27 7:6:47,13.3 PSI
1/27 7:6:50,13.4 PSI
1/27 7:6:53,13.5 PSI
1/27 7:6:57,13.5 PSI
1/27 7:7:0,13.4 PSI
1/27 7:7:3,13.4 PSI
1/27 7:7:6,13.4 PSI
1/27 7:7:9,13.3 PSI
1/27 7:7:13,13.3 PSI
1/27 7:7:16,13.3 PSI
1/27 7:7:19,13.3 PSI
1/27 7:7:22,12.5 PSI
1/27 7:7:25,11.2 PSI
1/27 7:7:29, 9.2 PSI
1/27 7:7:32, 8.6 PSI
1/27 7:7:35,10.1 PSI
1/27 7:7:38, 9.8 PSI
1/27 7:7:41, 9.8 PSI
1/27 7:7:45, 9.8 PSI
1/27 7:7:48, 9.8 PSI
1/27 7:7:51, 9.8 PSI
1/27 7:7:54, 9.8 PSI
1/27 7:7:58, 9.8 PSI
1/27 7:8:1, 9.8 PSI
1/27 7:8:4, 9.8 PSI
1/27 7:8:7, 9.8 PSI
1/27 7:8:10, 9.8 PSI
1/27 7:8:13, 9.7 PSI
1/27 7:8:17, 9.8 PSI
1/27 7:8:20, 9.8 PSI
1/27 7:8:23, 9.8 PSI
1/27 7:8:26, 9.7 PSI
1/27 7:8:29, 9.4 PSI
1/27 7:8:33, 9.3 PSI
1/27 7:8:36, 9.5 PSI
1/27 7:8:39, 9.6 PSI
1/27 7:8:42, 9.7 PSI
1/27 7:8:46, 9.7 PSI
1/27 7:8:49, 9.6 PSI
1/27 7:8:52, 9.4 PSI
1/27 7:8:55, 9.8 PSI
1/27 7:8:58, 9.9 PSI
1/27 7:9:2, 9.9 PSI
1/27 7:9:5,10.0 PSI
1/27 7:9:8,10.1 PSI
1/27 7:9:11,10.1 PSI
1/27 7:9:14,10.3 PSI
1/27 7:9:18,10.4 PSI
1/27 7:9:21,10.5 PSI
1/27 7:9:24,10.7 PSI
1/27 7:9:27,10.8 PSI
1/27 7:9:30,11.0 PSI
1/27 7:9:34,11.3 PSI
1/27 7:9:37,11.5 PSI
1/27 7:9:40,11.6 PSI
1/27 7:9:43,10.6 PSI
1/27 7:9:46,10.7 PSI
1/27 7:9:49,10.7 PSI
1/27 7:9:53,10.7 PSI
1/27 7:9:56,12.3 PSI
1/27 7:9:59,12.1 PSI
1/27 7:10:2,12.2 PSI
1/27 7:10:5,12.2 PSI
1/27 7:10:9,12.3 PSI
1/27 7:10:12,10.6 PSI
1/27 7:10:15,10.7 PSI
1/27 7:10:18,10.6 PSI
1/27 7:10:21,10.5 PSI
1/27 7:10:25,10.5 PSI
1/27 7:10:28,10.4 PSI
1/27 7:10:31,10.2 PSI
1/27 7:10:34,11.0 PSI
1/27 7:10:37,11.5 PSI
1/27 7:10:41,12.0 PSI
1/27 7:10:44,11.9 PSI
1/27 7:10:47,11.8 PSI
1/27 7:10:50,11.8 PSI
1/27 7:10:53,11.6 PSI
1/27 7:10:57,11.5 PSI
1/27 7:11:0,11.5 PSI
1/27 7:11:3,11.4 PSI
1/27 7:11:6,11.3 PSI
1/27 7:11:9,11.2 PSI
1/27 7:11:12,10.9 PSI
1/27 7:11:16,10.8 PSI
1/27 7:11:19,10.8 PSI
1/27 7:11:22,10.7 PSI
1/27 7:11:25,10.6 PSI
1/27 7:11:28,10.5 PSI
1/27 7:11:32,10.5 PSI
1/27 7:11:35,10.5 PSI
1/27 7:11:38,10.5 PSI
1/27 7:11:41,10.5 PSI
1/27 7:11:44,10.4 PSI
1/27 7:11:48,10.4 PSI
1/27 7:11:51,10.6 PSI
1/27 7:11:54,10.4 PSI
1/27 7:11:57,10.4 PSI
1/27 7:12:0,10.4 PSI
1/27 7:12:4,10.4 PSI
1/27 7:12:7,10.3 PSI
1/27 7:12:10,10.2 PSI
1/27 7:12:13,10.1 PSI
1/27 7:12:16,10.2 PSI
1/27 7:12:20,10.1 PSI
1/27 7:12:23,10.0 PSI
1/27 7:12:26,10.0 PSI
1/27 7:12:29,10.0 PSI
1/27 7:12:32,10.1 PSI
1/27 7:12:35,10.2 PSI
1/27 7:12:39,10.1 PSI
1/27 7:12:42,10.1 PSI
1/27 7:12:45,10.1 PSI
1/27 7:12:48,10.0 PSI
1/27 7:12:51,10.1 PSI
1/27 7:12:55,10.0 PSI
1/27 7:12:58,10.1 PSI
1/27 7:13:1,10.2 PSI
1/27 7:13:4,10.5 PSI
1/27 7:13:7,10.7 PSI
1/27 7:13:11,10.7 PSI
1/27 7:13:14,10.7 PSI
1/27 7:13:17,10.8 PSI
1/27 7:13:20,10.9 PSI
1/27 7:13:23,10.8 PSI
1/27 7:13:27,11.0 PSI
1/27 7:13:30,11.2 PSI
1/27 7:13:33,11.3 PSI
1/27 7:13:36,11.3 PSI
1/27 7:13:39,11.3 PSI
1/27 7:13:43,11.3 PSI
1/27 7:13:46,11.3 PSI
1/27 7:13:49,11.5 PSI
1/27 7:13:52,11.5 PSI
1/27 7:13:55,11.5 PSI
1/27 7:13:59,11.5 PSI
1/27 7:14:2,11.5 PSI
1/27 7:14:5,11.4 PSI
1/27 7:14:8,11.4 PSI
1/27 7:14:11,11.4 PSI
1/27 7:14:14,11.4 PSI
1/27 7:14:18,11.3 PSI
1/27 7:14:21,11.3 PSI
1/27 7:14:24,11.3 PSI
1/27 7:14:27,11.3 PSI
1/27 7:14:30,11.3 PSI
1/27 7:14:34,11.3 PSI
1/27 7:14:37,11.3 PSI
1/27 7:14:40,11.3 PSI
1/27 7:14:43,11.4 PSI
1/27 7:14:46,11.5 PSI
1/27 7:14:50,11.5 PSI
1/27 7:14:53,11.5 PSI
1/27 7:14:56,11.6 PSI
1/27 7:14:59,11.7 PSI
1/27 7:15:3,11.7 PSI
1/27 7:15:6,11.8 PSI
1/27 7:15:9,11.8 PSI
1/27 7:15:12,11.6 PSI
1/27 7:15:16,11.7 PSI
1/27 7:15:19,11.6 PSI
1/27 7:15:22,11.5 PSI
1/27 7:15:25,11.6 PSI
1/27 7:15:28,11.5 PSI
1/27 7:15:32,11.4 PSI
1/27 7:15:35,11.3 PSI
1/27 7:15:38,11.6 PSI
1/27 7:15:41,11.5 PSI
1/27 7:15:44,11.5 PSI
1/27 7:15:47,11.6 PSI
1/27 7:15:51,11.9 PSI
1/27 7:15:54,11.8 PSI
1/27 7:15:57,11.8 PSI
1/27 7:16:0,11.5 PSI
1/27 7:16:3,11.8 PSI
1/27 7:16:7,11.8 PSI
1/27 7:16:10,11.9 PSI
1/27 7:16:13,11.8 PSI
1/27 7:16:16,11.8 PSI
1/27 7:16:19,15.4 PSI
1/27 7:16:23,14.3 PSI
1/27 7:16:26,14.4 PSI
1/27 7:16:29,14.5 PSI
1/27 7:16:32,14.5 PSI
1/27 7:16:35,14.6 PSI
1/27 7:16:39,14.7 PSI
1/27 7:16:42,14.6 PSI
1/27 7:16:45,14.7 PSI
1/27 7:16:48,14.3 PSI
1/27 7:16:51,14.4 PSI
1/27 7:16:55,14.4 PSI
1/27 7:16:58,14.3 PSI
1/27 7:17:1,14.1 PSI
1/27 7:17:4,14.1 PSI
1/27 7:17:7,14.1 PSI
1/27 7:17:11,14.4 PSI
1/27 7:17:14,14.3 PSI
1/27 7:17:17,14.7 PSI
1/27 7:17:20,15.3 PSI
1/27 7:17:23,14.9 PSI
1/27 7:17:27,15.1 PSI
1/27 7:17:30,15.2 PSI
1/27 7:17:33,15.3 PSI
1/27 7:17:36,15.1 PSI
1/27 7:17:39,15.1 PSI
1/27 7:17:42,15.6 PSI
1/27 7:17:46,15.3 PSI
1/27 7:17:49,15.5 PSI
1/27 7:17:52,15.6 PSI
1/27 7:17:55,15.6 PSI
1/27 7:17:58,15.6 PSI
1/27 7:18:2,15.6 PSI
1/27 7:18:5,15.4 PSI
1/27 7:18:8,15.0 PSI
1/27 7:18:11,13.8 PSI
1/27 7:18:14,13.6 PSI
1/27 7:18:18,13.8 PSI
1/27 7:18:21,13.7 PSI
1/27 7:18:24,13.6 PSI
1/27 7:18:27,13.3 PSI
1/27 7:18:30,13.0 PSI
1/27 7:18:34,13.6 PSI
1/27 7:18:37,13.6 PSI
1/27 7:18:40,13.6 PSI
1/27 7:18:43,13.3 PSI
1/27 7:18:46,13.4 PSI
1/27 7:18:50,13.4 PSI
1/27 7:18:53,13.3 PSI
1/27 7:18:56,13.4 PSI
1/27 7:18:59,13.3 PSI
1/27 7:19:2,13.4 PSI
1/27 7:19:6,13.5 PSI
1/27 7:19:9,13.4 PSI
1/27 7:19:12,13.4 PSI
1/27 7:19:15,13.4 PSI
1/27 7:19:18,13.7 PSI
1/27 7:19:21,13.5 PSI
1/27 7:19:25,13.3 PSI
1/27 7:19:28,13.2 PSI
1/27 7:19:31,13.7 PSI
1/27 7:19:34,13.8 PSI
1/27 7:19:37,13.5 PSI
1/27 7:19:41,13.6 PSI
1/27 7:19:44,13.5 PSI
1/27 7:19:47,13.5 PSI
1/27 7:19:50,13.6 PSI
1/27 7:19:53,13.6 PSI
1/27 7:19:57,13.7 PSI
1/27 7:20:0,11.5 PSI
1/27 7:20:3,11.5 PSI
1/27 7:20:6,11.7 PSI
1/27 7:20:9,11.8 PSI
1/27 7:20:13,14.4 PSI
1/27 7:20:16,14.7 PSI
1/27 7:20:19,14.8 PSI
1/27 7:20:22,14.9 PSI
1/27 7:20:25,15.0 PSI
1/27 7:20:29,15.0 PSI
1/27 7:20:32,15.0 PSI
1/27 7:20:35,15.1 PSI
1/27 7:20:38,15.1 PSI
1/27 7:20:41,15.0 PSI
1/27 7:20:45,15.0 PSI
1/27 7:20:48,14.7 PSI
1/27 7:20:51,14.6 PSI
1/27 7:20:54,14.7 PSI
1/27 7:20:57,14.7 PSI
1/27 7:21:0,14.6 PSI
1/27 7:21:4,14.6 PSI
1/27 7:21:7,14.5 PSI
1/27 7:21:10,14.6 PSI
1/27 7:21:13,14.7 PSI
1/27 7:21:16,14.7 PSI
1/27 7:21:20,14.7 PSI
1/27 7:21:23,14.8 PSI
1/27 7:21:26,14.6 PSI
1/27 7:21:29,14.8 PSI
1/27 7:21:33,14.9 PSI
1/27 7:21:36,14.6 PSI
1/27 7:21:39,14.7 PSI
1/27 7:21:42,14.7 PSI
1/27 7:21:45,14.6 PSI
1/27 7:21:49,14.6 PSI
1/27 7:21:52,14.7 PSI
1/27 7:21:55,14.7 PSI
1/27 7:21:58,14.8 PSI
1/27 7:22:1,14.9 PSI
1/27 7:22:4,14.9 PSI
1/27 7:22:8,15.0 PSI
1/27 7:22:11,15.0 PSI
1/27 7:22:14,14.8 PSI
1/27 7:22:18,15.0 PSI
1/27 7:22:21,15.2 PSI
1/27 7:22:24,15.0 PSI
1/27 7:22:27,14.9 PSI
1/27 7:22:30,14.8 PSI
1/27 7:22:34,14.7 PSI
1/27 7:22:37,14.5 PSI
1/27 7:22:40,14.5 PSI
1/27 7:22:43,14.5 PSI
1/27 7:22:46,14.4 PSI
1/27 7:22:49,14.4 PSI
1/27 7:22:53,14.2 PSI
1/27 7:22:56,14.2 PSI
1/27 7:22:59,14.3 PSI
1/27 7:23:2,14.3 PSI
1/27 7:23:5,14.3 PSI
1/27 7:23:9,14.4 PSI
1/27 7:23:12,14.1 PSI
1/27 7:23:15,14.1 PSI
1/27 7:23:18,14.1 PSI
1/27 7:23:21,14.1 PSI
1/27 7:23:25,14.1 PSI
